entry_id,temperature,humidity,label
1189,27.2,75.7,1
1190,27.4,77.4,1
1191,27.2,78.1,1
1192,27.3,77,1
1193,27.2,77,1
1194,27.3,76.9,1
1195,27.3,73.3,1
1196,27.3,73.1,1
1197,27.3,76.4,1
1198,27.2,68.3,1
1199,27.2,69,1
1200,27.1,70.1,1
1201,26.8,68.7,1
1202,26.6,70.8,1
1203,26.4,71.6,1
1204,26.2,72.3,1
1205,26.1,72.6,1
1206,26,75.1,1
1207,25.9,74.2,1
1208,25.7,74.5,1
1209,25.7,75.1,1
1210,25.7,77,1
1211,25.5,76.4,1
1212,25.5,76.2,1
1213,25.6,78.8,1
1214,25.6,75.7,1
1215,25.5,75.1,1
